step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,C_stopped,C_accumulated_waiting_time,C_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.417166886884653,0,0.0,0.9268679144410811,0,0.0
10.0,0,0.0,0.0,12.738313041760213,0,0.0,0.9454468558661321,0,0.0
15.0,0,0.0,0.0,11.362950622886054,0,0.0,0.8357890486662811,0,0.0
20.0,5,10.0,0.5,8.657342028709348,5,10.0,0.6318071993883483,5,10.0
25.0,7,38.0,1.4615384615384615,9.07186593310623,6,36.0,0.5975589899561287,6,36.0
30.0,8,76.0,2.6206896551724137,8.888830048967545,7,69.0,0.5869693151005032,7,69.0
35.0,9,109.0,3.6333333333333333,8.24244278284886,9,109.0,0.5489702104227017,9,109.0
40.0,10,158.0,4.9375,8.238400134609856,10,158.0,0.5622925243445102,10,158.0
45.0,11,209.0,6.53125,6.067316666888771,11,209.0,0.3980913393641796,11,209.0
50.0,4,12.0,0.3157894736842105,7.509397917524583,4,90.0,0.5201094234164805,4,90.0
55.0,7,20.0,0.5263157894736842,8.361852275061564,3,17.0,0.6480077851634283,3,17.0
60.0,10,61.0,1.564102564102564,8.910535042226103,6,35.0,0.5949465200201258,6,35.0
65.0,9,83.0,1.9761904761904763,8.033347596458983,7,62.0,0.48049931937416274,7,62.0
70.0,13,117.0,3.1621621621621623,7.126587037506386,12,118.0,0.4303673274057768,12,118.0
75.0,12,161.0,4.025,7.828314945853384,12,161.0,0.49168987122316693,12,161.0
80.0,17,234.0,6.324324324324325,5.981773846402379,14,227.0,0.3530874309898346,14,227.0
85.0,16,302.0,7.55,6.656289674695176,16,292.0,0.36977903943170326,16,292.0
90.0,19,386.0,10.157894736842104,5.669004611746898,19,376.0,0.23058631028878424,19,376.0
95.0,22,487.0,11.325581395348838,5.999601113105395,22,478.0,0.3270799437500369,22,478.0
100.0,24,604.0,12.851063829787234,6.488802676497484,24,595.0,0.39109314999290073,24,595.0
105.0,9,97.0,2.1555555555555554,5.925325168008966,9,303.0,0.4324531434766713,9,303.0
110.0,5,20.0,0.4166666666666667,7.384978291568479,4,52.0,0.47145170190555147,4,52.0
115.0,11,66.0,1.4042553191489362,7.230821559405864,7,39.0,0.36917514095462234,7,39.0
120.0,17,142.0,2.784313725490196,7.986458776786566,9,82.0,0.4809692612545752,9,82.0
125.0,17,227.0,4.365384615384615,7.73831289204739,9,127.0,0.5545818448017428,9,127.0
130.0,2,17.0,0.4146341463414634,8.212178298844368,2,68.0,0.700431276501871,2,68.0
135.0,6,19.0,0.475,7.375235093782733,3,25.0,0.5801449911162275,3,25.0
140.0,18,93.0,2.1136363636363638,6.450982716984422,9,57.0,0.3876365604646184,9,57.0
145.0,17,151.0,3.511627906976744,6.467424143792343,12,115.0,0.4316943506953123,12,115.0
150.0,15,161.0,4.025,6.50408120462478,12,138.0,0.4123641118042919,12,138.0
