controller,ratio,seed,delay_per_trip,trips
green_wave,0.5,42,22.75932787444551,2931
green_wave,0.5,43,23.30890268456377,2980
green_wave,0.5,44,22.92742925332422,2933
green_wave,0.5,45,23.095935866155475,2869
green_wave,0.5,46,23.637419578000696,2891
green_wave,0.55,42,20.19504258943784,2935
green_wave,0.55,43,20.88600737512576,2983
green_wave,0.55,44,20.318553888130936,2932
green_wave,0.55,45,20.497675713291564,2874
green_wave,0.55,46,20.963563535911586,2896
green_wave,0.6,42,17.287220708446853,2936
green_wave,0.6,43,17.83274614869384,2986
green_wave,0.6,44,17.294668028600576,2937
green_wave,0.6,45,17.34334840055636,2876
green_wave,0.6,46,17.719851519337006,2896
green_wave,0.65,42,16.06664171486901,2939
green_wave,0.65,43,16.68433400267736,2988
green_wave,0.65,44,16.073731699012573,2937
green_wave,0.65,45,16.289380869565186,2875
green_wave,0.65,46,16.424497756299633,2897
green_wave,0.7,42,16.368993197278904,2940
green_wave,0.7,43,17.09986278447123,2988
green_wave,0.7,44,16.505008512087134,2937
green_wave,0.7,45,16.584069565217394,2875
green_wave,0.7,46,16.93478425957886,2897
green_wave,0.75,42,17.476529431779547,2939
green_wave,0.75,43,18.210177316828364,2989
green_wave,0.75,44,17.238286201022124,2935
green_wave,0.75,45,17.723241739130454,2875
green_wave,0.75,46,17.81906454953401,2897
green_wave,0.8,42,23.49648261758694,2934
green_wave,0.8,43,24.569544083137796,2983
green_wave,0.8,44,23.540140027322433,2928
green_wave,0.8,45,23.48092998955064,2871
green_wave,0.8,46,23.499301279833986,2891
green_wave,0.9,42,17.99247447243022,2938
green_wave,0.9,43,18.38508718980551,2982
green_wave,0.9,44,17.868880190605825,2938
green_wave,0.9,45,18.00491478260871,2875
green_wave,0.9,46,18.16863997238524,2897
max_pressure,0.5,42,23.41509363295883,2937
max_pressure,0.5,43,23.569151860543105,2983
max_pressure,0.5,44,23.109505288297527,2931
max_pressure,0.5,45,23.203040446304037,2868
max_pressure,0.5,46,24.092897648686026,2892
max_pressure,0.55,42,23.653963165075044,2932
max_pressure,0.55,43,24.059872483221476,2980
max_pressure,0.55,44,23.44997613365151,2933
max_pressure,0.55,45,23.544490579204425,2866
max_pressure,0.55,46,23.967202627939166,2892
max_pressure,0.6,42,24.2255271238485,2931
max_pressure,0.6,43,26.57547986577188,2980
max_pressure,0.6,44,23.61002730375423,2930
max_pressure,0.6,45,23.791654450261788,2865
max_pressure,0.6,46,24.473615623919816,2893
max_pressure,0.65,42,28.08217510259921,2924
max_pressure,0.65,43,28.7254948004026,2981
max_pressure,0.65,44,23.783682593856696,2930
max_pressure,0.65,45,22.846483095155122,2869
max_pressure,0.65,46,24.317311679336573,2894
max_pressure,0.7,42,27.370037645448313,2922
max_pressure,0.7,43,24.338907872696797,2985
max_pressure,0.7,44,26.25382985992482,2927
max_pressure,0.7,45,24.02538193233346,2867
max_pressure,0.7,46,24.08466827919831,2894
max_pressure,0.75,42,23.710856363015992,2931
max_pressure,0.75,43,23.89280643000671,2986
max_pressure,0.75,44,22.51437052200614,2931
max_pressure,0.75,45,20.071255230125526,2868
max_pressure,0.75,46,22.82039709944747,2896
max_pressure,0.8,42,23.460051177072703,2931
max_pressure,0.8,43,23.64790549597852,2984
max_pressure,0.8,44,23.002216160927407,2933
max_pressure,0.8,45,20.877609756097527,2870
max_pressure,0.8,46,23.314264502762406,2896
max_pressure,0.9,42,24.154544524053193,2931
max_pressure,0.9,43,24.471186724773723,2983
max_pressure,0.9,44,23.609587171613793,2931
max_pressure,0.9,45,23.83584379358436,2868
max_pressure,0.9,46,24.336285022483484,2891
idqn,0.5,42,18.220827656675752,2936
idqn,0.5,43,18.414607154797732,2991
idqn,0.5,44,18.43982294858697,2937
idqn,0.55,42,18.517020769492643,2937
idqn,0.55,43,18.671784759358246,2992
idqn,0.55,44,18.085899182561285,2936
idqn,0.6,42,18.311111489942046,2933
idqn,0.6,43,18.783161764705852,2992
idqn,0.6,44,18.408511073253806,2935
idqn,0.65,42,18.126427111716648,2936
idqn,0.65,43,18.098104026845636,2980
idqn,0.65,44,17.789761904761924,2940
idqn,0.7,42,18.18579413769597,2934
idqn,0.7,43,18.373326639892912,2988
idqn,0.7,44,17.91775280898877,2937
idqn,0.75,42,18.476597482136757,2939
idqn,0.75,43,18.4383762111594,2993
idqn,0.75,44,17.907258449982937,2929
idqn,0.8,42,18.25287223168654,2935
idqn,0.8,43,18.158935742971874,2988
idqn,0.8,44,18.206490088858484,2926
idqn,0.9,42,18.472412265758155,2935
idqn,0.9,43,18.48828590559088,2987
idqn,0.9,44,17.86111718483091,2927
