scenario,seed,min_green,delay_per_trip,trips
corridor_offpeak,42,10,23.31403905447073,973
corridor_offpeak,43,10,23.09228035538009,1013
corridor_offpeak,44,10,22.585056642636474,971
corridor_tidal,42,10,17.37082340932287,2939
corridor_tidal,43,10,16.651825476429302,2991
corridor_tidal,44,10,16.689314324507816,2946
corridor_skew,42,10,16.102501697216525,2946
corridor_skew,43,10,16.790373707040377,2997
corridor_skew,44,10,16.4809124830394,2948
