controller,seed,vtype,time_loss
green_wave,43,moto,20.13
green_wave,43,auto,15.75
green_wave,43,car,7.86
green_wave,43,moto,9.24
green_wave,43,moto,25.6
green_wave,43,moto,9.31
green_wave,43,moto,6.3
green_wave,43,moto,1.92
green_wave,43,car,8.0
green_wave,43,moto,6.8
green_wave,43,moto,12.45
green_wave,43,auto,15.73
green_wave,43,auto,3.42
green_wave,43,car,19.57
green_wave,43,moto,12.0
green_wave,43,moto,19.02
green_wave,43,moto,1.92
green_wave,43,moto,3.58
green_wave,43,car,14.2
green_wave,43,moto,19.38
green_wave,43,moto,6.66
green_wave,43,moto,1.96
green_wave,43,moto,22.22
green_wave,43,auto,20.04
green_wave,43,car,20.91
green_wave,43,auto,27.35
green_wave,43,moto,25.25
green_wave,43,auto,11.94
green_wave,43,car,33.07
green_wave,43,auto,36.04
green_wave,43,auto,22.11
green_wave,43,moto,30.15
green_wave,43,auto,24.94
green_wave,43,moto,34.7
green_wave,43,auto,25.33
green_wave,43,auto,13.27
green_wave,43,auto,11.98
green_wave,43,moto,2.71
green_wave,43,moto,1.97
green_wave,43,auto,19.79
green_wave,43,auto,25.82
green_wave,43,auto,6.49
green_wave,43,moto,5.63
green_wave,43,car,5.98
green_wave,43,moto,1.69
green_wave,43,auto,12.68
green_wave,43,moto,9.04
green_wave,43,moto,11.3
green_wave,43,moto,6.41
green_wave,43,auto,9.78
green_wave,43,car,1.29
green_wave,43,moto,12.8
green_wave,43,auto,16.29
green_wave,43,moto,12.72
green_wave,43,moto,14.0
green_wave,43,moto,7.51
green_wave,43,moto,23.52
green_wave,43,auto,24.44
green_wave,43,auto,23.01
green_wave,43,car,5.41
green_wave,43,auto,5.72
green_wave,43,moto,12.52
green_wave,43,moto,16.55
green_wave,43,moto,7.23
green_wave,43,car,1.32
green_wave,43,moto,22.0
green_wave,43,auto,15.75
green_wave,43,moto,21.52
green_wave,43,car,4.9
green_wave,43,moto,19.57
green_wave,43,moto,26.15
green_wave,43,car,12.7
green_wave,43,moto,12.31
green_wave,43,moto,25.61
green_wave,43,moto,4.88
green_wave,43,moto,7.72
green_wave,43,moto,5.31
green_wave,43,auto,0.92
green_wave,43,auto,2.67
green_wave,43,auto,3.47
green_wave,43,auto,1.84
green_wave,43,car,8.94
green_wave,43,auto,19.74
green_wave,43,auto,1.12
green_wave,43,moto,2.4
green_wave,43,car,1.78
green_wave,43,moto,2.35
green_wave,43,moto,6.23
green_wave,43,moto,2.8
green_wave,43,moto,18.15
green_wave,43,moto,15.23
green_wave,43,car,12.39
green_wave,43,moto,10.06
green_wave,43,moto,6.12
green_wave,43,moto,3.21
green_wave,43,moto,25.13
green_wave,43,moto,10.45
green_wave,43,moto,2.17
green_wave,43,moto,11.81
green_wave,43,auto,4.12
green_wave,43,auto,23.56
green_wave,43,car,3.38
green_wave,43,auto,10.41
green_wave,43,car,14.26
green_wave,43,auto,15.0
green_wave,43,moto,17.34
green_wave,43,auto,19.08
green_wave,43,moto,2.11
green_wave,43,moto,26.58
green_wave,43,moto,38.14
green_wave,43,moto,19.3
green_wave,43,moto,34.06
green_wave,43,moto,26.17
green_wave,43,moto,14.52
green_wave,43,moto,23.47
green_wave,43,moto,27.77
green_wave,43,moto,25.74
green_wave,43,car,20.39
green_wave,43,auto,21.12
green_wave,43,moto,10.71
green_wave,43,moto,1.61
green_wave,43,auto,23.33
green_wave,43,auto,25.56
green_wave,43,auto,24.49
green_wave,43,auto,4.95
green_wave,43,moto,24.51
green_wave,43,moto,6.65
green_wave,43,moto,21.97
green_wave,43,moto,21.31
green_wave,43,car,12.93
green_wave,43,car,5.36
green_wave,43,moto,7.02
green_wave,43,car,19.31
green_wave,43,moto,12.62
green_wave,43,auto,3.71
green_wave,43,car,1.95
green_wave,43,moto,12.3
green_wave,43,auto,20.93
green_wave,43,moto,19.48
green_wave,43,moto,1.84
green_wave,43,auto,19.98
green_wave,43,moto,2.16
green_wave,43,moto,26.0
green_wave,43,moto,23.73
green_wave,43,moto,25.62
green_wave,43,moto,23.51
green_wave,43,moto,19.62
green_wave,43,moto,25.03
green_wave,43,moto,13.54
green_wave,43,moto,39.52
green_wave,43,moto,7.37
green_wave,43,moto,26.93
green_wave,43,auto,26.25
green_wave,43,moto,13.59
green_wave,43,car,13.41
green_wave,43,moto,7.98
green_wave,43,auto,20.95
green_wave,43,moto,12.09
green_wave,43,moto,8.84
green_wave,43,auto,24.97
green_wave,43,auto,4.15
green_wave,43,auto,8.73
green_wave,43,moto,15.3
green_wave,43,moto,2.36
green_wave,43,auto,1.16
green_wave,43,moto,3.74
green_wave,43,car,2.04
green_wave,43,moto,23.82
green_wave,43,moto,18.82
green_wave,43,car,8.26
green_wave,43,moto,5.49
green_wave,43,auto,10.94
green_wave,43,auto,1.12
green_wave,43,auto,23.7
green_wave,43,auto,6.94
green_wave,43,moto,14.12
green_wave,43,moto,5.18
green_wave,43,moto,24.29
green_wave,43,car,24.09
green_wave,43,auto,16.77
green_wave,43,moto,17.98
green_wave,43,moto,12.54
green_wave,43,moto,14.93
green_wave,43,moto,6.5
green_wave,43,moto,21.17
green_wave,43,auto,10.79
green_wave,43,auto,7.5
green_wave,43,moto,2.18
green_wave,43,moto,20.77
green_wave,43,moto,21.78
green_wave,43,auto,3.02
green_wave,43,auto,12.12
green_wave,43,car,25.8
green_wave,43,auto,24.21
green_wave,43,car,6.61
green_wave,43,moto,23.17
green_wave,43,car,20.89
green_wave,43,moto,26.78
green_wave,43,auto,13.93
green_wave,43,moto,2.56
green_wave,43,moto,23.65
green_wave,43,moto,17.35
green_wave,43,moto,23.62
green_wave,43,auto,8.38
green_wave,43,moto,8.54
green_wave,43,moto,8.44
green_wave,43,auto,5.56
green_wave,43,moto,17.63
green_wave,43,car,10.38
green_wave,43,moto,12.52
green_wave,43,moto,8.31
green_wave,43,moto,9.19
green_wave,43,car,4.51
green_wave,43,moto,23.9
green_wave,43,car,18.69
green_wave,43,moto,3.39
green_wave,43,moto,11.84
green_wave,43,moto,12.26
green_wave,43,moto,24.38
green_wave,43,moto,19.47
green_wave,43,moto,4.11
green_wave,43,auto,22.13
green_wave,43,moto,7.22
green_wave,43,auto,10.31
green_wave,43,car,28.49
green_wave,43,auto,7.77
green_wave,43,auto,14.15
green_wave,43,moto,41.1
green_wave,43,moto,12.94
green_wave,43,moto,8.98
green_wave,43,moto,7.31
green_wave,43,car,5.9
green_wave,43,moto,14.4
green_wave,43,auto,14.54
green_wave,43,moto,10.71
green_wave,43,moto,4.12
green_wave,43,moto,13.48
green_wave,43,moto,14.73
green_wave,43,auto,2.82
green_wave,43,moto,9.5
green_wave,43,auto,4.97
green_wave,43,auto,4.59
green_wave,43,moto,2.65
green_wave,43,moto,11.96
green_wave,43,car,6.86
green_wave,43,moto,9.63
green_wave,43,auto,11.24
green_wave,43,moto,1.59
green_wave,43,auto,1.72
green_wave,43,moto,2.39
green_wave,43,car,23.11
green_wave,43,car,20.89
green_wave,43,car,6.24
green_wave,43,moto,6.91
green_wave,43,car,12.93
green_wave,43,auto,24.58
green_wave,43,auto,14.28
green_wave,43,car,15.41
green_wave,43,moto,2.73
green_wave,43,moto,10.76
green_wave,43,moto,11.42
green_wave,43,car,12.08
green_wave,43,auto,13.29
green_wave,43,car,7.41
green_wave,43,car,9.88
green_wave,43,moto,7.34
green_wave,43,auto,4.97
green_wave,43,auto,5.36
green_wave,43,moto,6.68
green_wave,43,moto,4.32
green_wave,43,auto,1.14
green_wave,43,moto,5.77
green_wave,43,moto,8.68
green_wave,43,car,5.09
green_wave,43,moto,1.9
green_wave,43,auto,14.0
green_wave,43,car,2.2
green_wave,43,moto,22.67
green_wave,43,moto,23.36
green_wave,43,moto,14.52
green_wave,43,moto,8.5
green_wave,43,moto,6.19
green_wave,43,moto,21.87
green_wave,43,auto,25.45
green_wave,43,car,15.77
green_wave,43,auto,7.76
green_wave,43,car,23.81
green_wave,43,car,21.58
green_wave,43,car,12.41
green_wave,43,moto,28.74
green_wave,43,auto,25.68
green_wave,43,auto,2.8
green_wave,43,car,31.81
green_wave,43,moto,23.25
green_wave,43,moto,23.33
green_wave,43,moto,23.06
green_wave,43,auto,8.77
green_wave,43,auto,18.17
green_wave,43,moto,19.53
green_wave,43,auto,18.38
green_wave,43,moto,12.72
green_wave,43,moto,22.54
green_wave,43,moto,2.6
green_wave,43,auto,14.23
green_wave,43,moto,2.66
green_wave,43,car,10.54
green_wave,43,moto,23.65
green_wave,43,moto,15.65
green_wave,43,auto,14.63
green_wave,43,auto,21.48
green_wave,43,auto,6.06
green_wave,43,auto,3.93
green_wave,43,moto,36.46
green_wave,43,car,9.64
green_wave,43,car,8.42
green_wave,43,moto,7.43
green_wave,43,auto,22.79
green_wave,43,moto,25.09
green_wave,43,auto,22.1
green_wave,43,car,17.55
green_wave,43,moto,7.09
green_wave,43,moto,12.31
green_wave,43,car,19.36
green_wave,43,moto,2.36
green_wave,43,moto,3.24
green_wave,43,moto,16.33
green_wave,43,moto,13.0
green_wave,43,moto,13.59
green_wave,43,moto,11.67
green_wave,43,moto,6.18
green_wave,43,moto,9.67
green_wave,43,auto,13.47
green_wave,43,car,23.86
green_wave,43,auto,7.77
green_wave,43,moto,5.15
green_wave,43,moto,23.0
green_wave,43,moto,19.36
green_wave,43,moto,24.31
green_wave,43,moto,18.65
green_wave,43,moto,6.18
green_wave,43,auto,11.13
green_wave,43,moto,9.88
green_wave,43,moto,6.77
green_wave,43,auto,4.86
green_wave,43,moto,4.64
green_wave,43,moto,5.54
green_wave,43,auto,3.49
green_wave,43,moto,2.56
green_wave,43,auto,13.16
green_wave,43,moto,5.92
green_wave,43,moto,4.86
green_wave,43,car,9.71
green_wave,43,moto,5.57
green_wave,43,moto,2.42
green_wave,43,moto,8.27
green_wave,43,moto,10.65
green_wave,43,car,1.53
green_wave,43,moto,2.31
green_wave,43,moto,3.13
green_wave,43,car,22.41
green_wave,43,car,18.65
green_wave,43,moto,24.41
green_wave,43,auto,15.97
green_wave,43,moto,6.55
green_wave,43,moto,15.51
green_wave,43,auto,23.26
green_wave,43,moto,18.77
green_wave,43,moto,7.93
green_wave,43,moto,9.63
green_wave,43,moto,19.57
green_wave,43,moto,3.64
green_wave,43,moto,2.33
green_wave,43,car,1.06
green_wave,43,moto,26.63
green_wave,43,car,33.29
green_wave,43,auto,20.83
green_wave,43,auto,13.52
green_wave,43,moto,4.83
green_wave,43,auto,47.53
green_wave,43,moto,31.97
green_wave,43,moto,5.35
green_wave,43,moto,17.33
green_wave,43,moto,43.59
green_wave,43,moto,14.75
green_wave,43,auto,15.94
green_wave,43,moto,14.01
green_wave,43,moto,9.37
green_wave,43,moto,20.03
green_wave,43,moto,12.04
green_wave,43,auto,11.51
green_wave,43,auto,2.45
green_wave,43,auto,4.06
green_wave,43,moto,4.87
green_wave,43,moto,6.14
green_wave,43,moto,7.52
green_wave,43,car,6.85
green_wave,43,auto,8.16
green_wave,43,car,1.39
green_wave,43,moto,1.9
green_wave,43,moto,15.83
green_wave,43,auto,1.11
green_wave,43,auto,22.05
green_wave,43,moto,7.59
green_wave,43,auto,11.23
green_wave,43,car,10.84
green_wave,43,auto,19.31
green_wave,43,auto,11.72
green_wave,43,car,7.09
green_wave,43,moto,17.15
green_wave,43,auto,3.68
green_wave,43,auto,14.14
green_wave,43,car,16.65
green_wave,43,auto,3.68
green_wave,43,moto,4.9
green_wave,43,car,1.66
green_wave,43,moto,12.9
green_wave,43,moto,6.89
green_wave,43,car,19.59
green_wave,43,auto,4.21
green_wave,43,car,8.2
green_wave,43,auto,3.77
green_wave,43,moto,3.09
green_wave,43,car,16.86
green_wave,43,car,12.94
green_wave,43,auto,15.1
green_wave,43,moto,1.99
green_wave,43,auto,0.99
green_wave,44,auto,7.22
green_wave,44,moto,15.68
green_wave,44,auto,4.31
green_wave,44,auto,0.97
green_wave,44,car,3.16
green_wave,44,car,6.29
green_wave,44,auto,6.28
green_wave,44,car,0.89
green_wave,44,moto,5.75
green_wave,44,moto,4.89
green_wave,44,car,3.01
green_wave,44,moto,1.89
green_wave,44,moto,7.14
green_wave,44,moto,18.58
green_wave,44,moto,14.89
green_wave,44,moto,7.09
green_wave,44,auto,7.92
green_wave,44,moto,21.86
green_wave,44,moto,20.74
green_wave,44,moto,21.65
green_wave,44,moto,24.32
green_wave,44,moto,6.94
green_wave,44,moto,24.29
green_wave,44,auto,19.98
green_wave,44,moto,16.98
green_wave,44,moto,14.26
green_wave,44,moto,14.68
green_wave,44,auto,8.92
green_wave,44,moto,10.88
green_wave,44,auto,8.57
green_wave,44,moto,14.48
green_wave,44,moto,19.23
green_wave,44,auto,17.46
green_wave,44,moto,12.62
green_wave,44,auto,5.04
green_wave,44,car,6.13
green_wave,44,car,9.86
green_wave,44,moto,22.4
green_wave,44,auto,3.64
green_wave,44,auto,20.31
green_wave,44,moto,4.72
green_wave,44,auto,8.22
green_wave,44,moto,10.2
green_wave,44,moto,10.67
green_wave,44,moto,1.98
green_wave,44,moto,6.67
green_wave,44,car,15.24
green_wave,44,moto,2.19
green_wave,44,auto,20.49
green_wave,44,auto,17.41
green_wave,44,moto,15.61
green_wave,44,auto,1.18
green_wave,44,moto,5.71
green_wave,44,moto,15.4
green_wave,44,moto,13.12
green_wave,44,auto,1.2
green_wave,44,moto,10.23
green_wave,44,moto,14.9
green_wave,44,auto,11.17
green_wave,44,moto,10.17
green_wave,44,moto,7.76
green_wave,44,auto,14.21
green_wave,44,moto,11.22
green_wave,44,auto,2.9
green_wave,44,auto,9.22
green_wave,44,auto,3.85
green_wave,44,moto,2.96
green_wave,44,car,19.55
green_wave,44,moto,15.33
green_wave,44,car,2.97
green_wave,44,moto,5.01
green_wave,44,moto,3.88
green_wave,44,moto,25.59
green_wave,44,car,20.82
green_wave,44,moto,21.33
green_wave,44,moto,21.7
green_wave,44,car,14.25
green_wave,44,moto,20.88
green_wave,44,moto,1.53
green_wave,44,auto,17.22
green_wave,44,car,3.87
green_wave,44,moto,11.4
green_wave,44,auto,23.32
green_wave,44,moto,16.2
green_wave,44,moto,12.78
green_wave,44,moto,6.54
green_wave,44,moto,5.05
green_wave,44,moto,17.08
green_wave,44,auto,15.54
green_wave,44,moto,5.1
green_wave,44,moto,2.57
green_wave,44,auto,5.75
green_wave,44,moto,6.46
green_wave,44,moto,3.67
green_wave,44,auto,5.55
green_wave,44,moto,16.9
green_wave,44,moto,2.27
green_wave,44,moto,6.84
green_wave,44,auto,4.98
green_wave,44,moto,17.34
green_wave,44,moto,16.01
green_wave,44,car,10.97
green_wave,44,car,1.39
green_wave,44,moto,24.68
green_wave,44,moto,17.36
green_wave,44,moto,4.06
green_wave,44,auto,17.23
green_wave,44,auto,17.18
green_wave,44,moto,15.11
green_wave,44,auto,16.57
green_wave,44,moto,32.31
green_wave,44,moto,4.33
green_wave,44,moto,23.78
green_wave,44,moto,5.45
green_wave,44,car,3.86
green_wave,44,car,2.13
green_wave,44,moto,13.59
green_wave,44,moto,13.18
green_wave,44,auto,8.15
green_wave,44,moto,19.9
green_wave,44,moto,10.21
green_wave,44,auto,9.45
green_wave,44,car,17.25
green_wave,44,moto,10.89
green_wave,44,moto,11.86
green_wave,44,auto,24.22
green_wave,44,moto,16.24
green_wave,44,car,6.71
green_wave,44,auto,7.06
green_wave,44,moto,26.95
green_wave,44,car,21.79
green_wave,44,moto,16.46
green_wave,44,moto,19.45
green_wave,44,auto,12.65
green_wave,44,moto,24.5
green_wave,44,moto,8.71
green_wave,44,auto,27.26
green_wave,44,moto,19.68
green_wave,44,auto,18.88
green_wave,44,moto,18.9
green_wave,44,auto,6.25
green_wave,44,moto,7.19
green_wave,44,car,1.39
green_wave,44,moto,17.96
green_wave,44,car,1.11
green_wave,44,car,4.65
green_wave,44,moto,13.82
green_wave,44,auto,17.81
green_wave,44,moto,13.36
green_wave,44,car,23.66
green_wave,44,auto,14.13
green_wave,44,auto,10.84
green_wave,44,moto,4.73
green_wave,44,moto,14.77
green_wave,44,moto,24.34
green_wave,44,auto,19.63
green_wave,44,moto,9.02
green_wave,44,moto,24.47
green_wave,44,moto,14.18
green_wave,44,auto,12.45
green_wave,44,moto,15.03
green_wave,44,moto,10.73
green_wave,44,moto,7.08
green_wave,44,auto,11.62
green_wave,44,moto,5.77
green_wave,44,moto,2.3
green_wave,44,moto,7.27
green_wave,44,moto,6.83
green_wave,44,car,17.39
green_wave,44,moto,14.36
green_wave,44,moto,13.6
green_wave,44,moto,23.19
green_wave,44,auto,20.24
green_wave,44,car,15.05
green_wave,44,moto,24.76
green_wave,44,moto,14.68
green_wave,44,auto,15.3
green_wave,44,moto,24.94
green_wave,44,auto,4.14
green_wave,44,auto,2.7
green_wave,44,auto,2.58
green_wave,44,moto,3.82
green_wave,44,moto,9.2
green_wave,44,car,5.21
green_wave,44,auto,1.19
green_wave,44,moto,5.58
green_wave,44,car,1.82
green_wave,44,car,1.51
green_wave,44,moto,20.54
green_wave,44,moto,9.53
green_wave,44,moto,2.96
green_wave,44,moto,18.48
green_wave,44,moto,22.59
green_wave,44,auto,22.25
green_wave,44,moto,23.27
green_wave,44,auto,12.86
green_wave,44,moto,10.6
green_wave,44,car,24.13
green_wave,44,moto,15.6
green_wave,44,auto,3.4
green_wave,44,auto,22.53
green_wave,44,moto,16.59
green_wave,44,moto,9.77
green_wave,44,auto,15.96
green_wave,44,car,4.72
green_wave,44,moto,11.12
green_wave,44,car,4.91
green_wave,44,moto,4.19
green_wave,44,moto,16.68
green_wave,44,auto,1.36
green_wave,44,moto,2.59
green_wave,44,auto,2.05
green_wave,44,moto,11.32
green_wave,44,moto,3.45
green_wave,44,moto,9.78
green_wave,44,auto,18.22
green_wave,44,moto,8.93
green_wave,44,moto,10.07
green_wave,44,auto,7.34
green_wave,44,auto,15.94
green_wave,44,moto,3.73
green_wave,44,moto,24.53
green_wave,44,moto,18.02
green_wave,44,auto,3.82
green_wave,44,auto,19.82
green_wave,44,auto,23.05
green_wave,44,moto,5.08
green_wave,44,auto,10.5
green_wave,44,moto,20.37
green_wave,44,car,15.38
green_wave,44,moto,4.08
green_wave,44,car,1.61
green_wave,44,moto,22.59
green_wave,44,moto,8.26
green_wave,44,auto,19.35
green_wave,44,moto,17.61
green_wave,44,auto,23.29
green_wave,44,auto,21.62
green_wave,44,auto,18.24
green_wave,44,auto,18.75
green_wave,44,car,12.8
green_wave,44,car,20.2
green_wave,44,auto,4.8
green_wave,44,auto,24.9
green_wave,44,auto,4.63
green_wave,44,moto,18.59
green_wave,44,moto,7.11
green_wave,44,auto,26.32
green_wave,44,moto,11.06
green_wave,44,moto,3.97
green_wave,44,auto,4.6
green_wave,44,moto,2.74
green_wave,44,auto,1.12
green_wave,44,car,3.01
green_wave,44,moto,23.11
green_wave,44,moto,19.57
green_wave,44,moto,7.02
green_wave,44,moto,9.47
green_wave,44,car,14.55
green_wave,44,moto,20.77
green_wave,44,moto,2.09
green_wave,44,auto,5.55
green_wave,44,auto,13.75
green_wave,44,moto,6.48
green_wave,44,moto,6.55
green_wave,44,moto,8.74
green_wave,44,car,10.64
green_wave,44,auto,8.46
green_wave,44,moto,10.94
green_wave,44,auto,17.29
green_wave,44,auto,10.37
green_wave,44,auto,1.4
green_wave,44,car,2.99
green_wave,44,moto,3.51
green_wave,44,auto,1.41
green_wave,44,moto,13.57
green_wave,44,moto,23.34
green_wave,44,moto,18.87
green_wave,44,car,1.32
green_wave,44,moto,24.53
green_wave,44,moto,26.47
green_wave,44,moto,19.76
green_wave,44,moto,16.67
green_wave,44,moto,24.72
green_wave,44,auto,18.43
green_wave,44,moto,9.91
green_wave,44,car,10.42
green_wave,44,moto,23.97
green_wave,44,moto,9.39
green_wave,44,car,12.41
green_wave,44,car,4.39
green_wave,44,moto,19.23
green_wave,44,auto,3.13
green_wave,44,car,13.29
green_wave,44,auto,11.4
green_wave,44,moto,7.05
green_wave,44,auto,5.8
green_wave,44,car,18.13
green_wave,44,auto,13.51
green_wave,44,moto,2.64
green_wave,44,auto,9.05
green_wave,44,car,2.08
green_wave,44,moto,20.57
green_wave,44,moto,18.06
green_wave,44,auto,1.74
green_wave,44,moto,3.4
green_wave,44,moto,24.75
green_wave,44,moto,8.0
green_wave,44,moto,14.05
green_wave,44,moto,15.33
green_wave,44,moto,15.19
green_wave,44,moto,23.24
green_wave,44,moto,17.34
green_wave,44,auto,10.01
green_wave,44,moto,3.61
green_wave,44,car,22.42
green_wave,44,auto,18.87
green_wave,44,auto,17.59
green_wave,44,moto,23.7
green_wave,44,auto,6.01
green_wave,44,auto,30.26
green_wave,44,moto,7.61
green_wave,44,auto,4.04
green_wave,44,moto,2.85
green_wave,44,moto,17.15
green_wave,44,car,9.44
green_wave,44,moto,7.38
green_wave,44,auto,11.2
green_wave,44,car,20.59
green_wave,44,car,20.43
green_wave,44,moto,18.81
green_wave,44,moto,16.71
green_wave,44,car,15.16
green_wave,44,auto,24.3
green_wave,44,moto,8.73
green_wave,44,auto,24.83
green_wave,44,car,19.28
green_wave,44,moto,18.21
green_wave,44,car,5.59
green_wave,44,moto,26.62
green_wave,44,auto,22.3
green_wave,44,moto,16.51
green_wave,44,car,18.01
green_wave,44,auto,12.27
green_wave,44,moto,6.21
green_wave,44,moto,5.48
green_wave,44,car,12.23
green_wave,44,moto,1.8
green_wave,44,moto,16.23
green_wave,44,auto,20.33
green_wave,44,moto,1.35
green_wave,44,moto,2.23
green_wave,44,moto,2.98
green_wave,44,moto,24.38
green_wave,44,moto,24.3
green_wave,44,moto,9.21
green_wave,44,moto,24.37
green_wave,44,auto,13.9
green_wave,44,auto,25.26
green_wave,44,moto,21.88
green_wave,44,car,12.83
green_wave,44,auto,13.76
green_wave,44,auto,19.08
green_wave,44,auto,26.48
green_wave,44,car,13.24
green_wave,44,moto,4.73
green_wave,44,moto,23.92
green_wave,44,moto,18.77
green_wave,44,auto,18.12
green_wave,44,moto,17.77
green_wave,44,auto,5.08
green_wave,44,moto,7.23
green_wave,44,car,2.2
green_wave,44,auto,1.07
green_wave,44,auto,16.23
green_wave,44,moto,9.4
green_wave,44,moto,10.95
green_wave,44,moto,8.47
green_wave,44,car,1.46
green_wave,44,auto,4.77
green_wave,44,moto,3.28
green_wave,44,car,11.5
green_wave,44,moto,4.02
green_wave,44,moto,6.94
green_wave,44,moto,14.8
green_wave,44,moto,13.81
green_wave,44,auto,6.43
green_wave,44,auto,7.98
green_wave,44,moto,15.84
green_wave,44,moto,25.49
green_wave,44,auto,17.72
green_wave,44,moto,3.43
green_wave,44,moto,19.27
green_wave,44,car,4.12
green_wave,44,moto,3.47
green_wave,44,auto,1.89
green_wave,44,moto,2.45
green_wave,44,moto,1.61
green_wave,44,moto,21.8
green_wave,44,auto,23.05
green_wave,44,moto,4.41
green_wave,44,moto,11.39
green_wave,44,moto,7.15
green_wave,44,car,22.21
green_wave,44,auto,14.12
green_wave,44,car,11.85
green_wave,44,moto,20.35
green_wave,44,auto,23.03
green_wave,44,auto,12.35
green_wave,44,moto,19.8
green_wave,44,auto,8.07
green_wave,44,auto,15.16
green_wave,44,auto,4.04
green_wave,44,moto,6.55
green_wave,44,car,11.58
green_wave,44,moto,14.8
green_wave,44,auto,21.27
green_wave,44,auto,17.32
green_wave,44,auto,8.62
green_wave,44,auto,6.59
green_wave,44,car,5.84
green_wave,44,auto,2.36
green_wave,44,moto,22.72
green_wave,44,moto,5.47
green_wave,44,moto,24.57
green_wave,44,moto,22.89
green_wave,44,moto,11.94
green_wave,44,auto,12.63
green_wave,44,moto,11.74
green_wave,44,car,23.5
green_wave,44,moto,11.14
green_wave,44,car,14.36
green_wave,44,moto,25.64
green_wave,44,auto,11.81
green_wave,44,moto,25.4
green_wave,44,moto,23.38
green_wave,44,moto,8.11
green_wave,44,moto,9.2
green_wave,44,moto,5.9
green_wave,44,auto,5.52
green_wave,44,auto,15.44
green_wave,44,car,16.47
green_wave,44,moto,21.97
green_wave,44,auto,3.3
green_wave,44,moto,5.42
green_wave,44,moto,6.55
green_wave,44,moto,5.71
green_wave,44,moto,7.14
green_wave,44,moto,4.25
green_wave,44,moto,17.52
green_wave,44,moto,9.97
green_wave,44,car,7.47
green_wave,44,car,7.12
green_wave,44,moto,3.16
green_wave,44,car,20.05
green_wave,44,moto,17.59
green_wave,44,car,14.52
green_wave,44,moto,13.53
green_wave,44,moto,25.23
green_wave,44,auto,24.2
green_wave,44,auto,9.81
green_wave,44,moto,10.77
green_wave,44,moto,13.43
green_wave,44,moto,20.28
green_wave,44,car,25.59
green_wave,44,auto,14.46
green_wave,44,auto,12.41
green_wave,44,moto,11.4
green_wave,44,car,2.8
green_wave,44,moto,13.02
green_wave,44,moto,8.9
green_wave,44,auto,10.16
green_wave,44,moto,4.9
green_wave,44,moto,6.65
green_wave,44,moto,9.9
green_wave,44,auto,8.98
green_wave,44,moto,5.62
green_wave,44,auto,14.7
green_wave,44,moto,7.88
green_wave,44,auto,4.2
green_wave,44,moto,23.08
green_wave,44,moto,20.34
green_wave,44,moto,8.76
green_wave,44,moto,4.2
green_wave,44,moto,23.93
green_wave,44,auto,1.07
green_wave,44,auto,6.82
green_wave,44,moto,2.31
green_wave,44,moto,2.05
green_wave,44,moto,3.22
green_wave,44,car,1.84
green_wave,44,moto,5.96
green_wave,44,moto,24.53
green_wave,44,car,44.97
green_wave,44,moto,10.55
green_wave,44,car,30.63
green_wave,44,moto,20.61
green_wave,44,auto,9.87
green_wave,44,moto,21.02
green_wave,44,moto,14.34
green_wave,44,moto,8.75
green_wave,44,moto,7.83
green_wave,44,moto,7.24
green_wave,44,moto,29.06
green_wave,44,auto,6.87
green_wave,44,moto,13.56
green_wave,44,moto,12.68
green_wave,44,moto,8.04
green_wave,44,moto,11.68
green_wave,44,auto,9.88
green_wave,44,moto,23.38
green_wave,44,moto,21.78
green_wave,44,auto,2.92
green_wave,44,auto,25.38
green_wave,44,auto,3.19
green_wave,44,moto,7.19
green_wave,44,moto,15.19
green_wave,44,moto,8.75
green_wave,44,car,1.35
green_wave,44,moto,17.28
green_wave,44,moto,8.31
green_wave,44,moto,25.03
green_wave,44,car,29.62
green_wave,44,moto,6.16
green_wave,44,auto,17.04
green_wave,44,car,22.19
green_wave,44,moto,20.23
green_wave,44,moto,4.6
green_wave,44,moto,22.95
green_wave,44,car,10.08
green_wave,44,moto,16.47
green_wave,44,moto,15.71
green_wave,44,car,3.16
green_wave,44,auto,22.31
green_wave,44,auto,6.76
green_wave,44,auto,1.1
green_wave,44,auto,4.38
green_wave,44,moto,20.14
green_wave,44,car,18.84
green_wave,44,auto,17.99
green_wave,44,moto,9.28
green_wave,44,moto,4.72
green_wave,44,moto,24.65
green_wave,44,moto,20.75
green_wave,44,car,23.57
green_wave,44,moto,18.2
green_wave,44,moto,7.48
green_wave,44,moto,2.97
green_wave,44,moto,25.85
green_wave,44,moto,22.32
green_wave,44,moto,10.66
green_wave,44,moto,25.46
green_wave,44,moto,11.66
green_wave,44,moto,3.19
green_wave,44,auto,4.95
green_wave,44,moto,17.68
green_wave,44,moto,14.83
green_wave,44,moto,6.57
green_wave,44,moto,11.27
green_wave,44,moto,30.23
green_wave,44,moto,3.13
green_wave,44,car,20.47
green_wave,44,moto,14.01
green_wave,44,moto,19.86
green_wave,44,moto,15.72
green_wave,44,auto,2.79
green_wave,44,moto,15.08
green_wave,44,moto,25.69
green_wave,44,moto,22.46
green_wave,44,auto,26.02
green_wave,44,moto,9.34
green_wave,44,moto,17.59
green_wave,44,moto,24.21
green_wave,44,auto,19.05
green_wave,44,moto,7.48
green_wave,44,auto,9.73
green_wave,44,auto,8.91
green_wave,44,auto,16.27
green_wave,44,car,6.95
green_wave,44,car,16.86
green_wave,44,auto,14.08
green_wave,44,auto,6.67
green_wave,44,car,4.07
