controller,span,t,ts,phase,halting,vehicles
green_wave,450,2080.0,C3,0,1,9
green_wave,450,2080.0,C3_E,-1,0,13
green_wave,450,2085.0,C1,0,3,9
green_wave,450,2085.0,C2,0,5,7
green_wave,450,2085.0,C3,0,6,9
green_wave,450,2085.0,C3_E,-1,0,7
green_wave,450,2090.0,C1,1,0,6
green_wave,450,2090.0,C2,1,1,4
green_wave,450,2090.0,C3,0,9,9
green_wave,450,2090.0,C3_E,-1,0,0
green_wave,450,2095.0,C1,1,0,3
green_wave,450,2095.0,C2,1,0,6
green_wave,450,2095.0,C3,1,1,8
green_wave,450,2095.0,C3_E,-1,0,0
green_wave,450,2100.0,C1,1,0,3
green_wave,450,2100.0,C2,1,0,9
green_wave,450,2100.0,C3,1,0,7
green_wave,450,2100.0,C3_E,-1,0,8
green_wave,450,2105.0,C1,0,1,4
green_wave,450,2105.0,C2,0,0,9
green_wave,450,2105.0,C3,1,0,7
green_wave,450,2105.0,C3_E,-1,0,9
green_wave,450,2110.0,C1,0,3,5
green_wave,450,2110.0,C2,0,1,9
green_wave,450,2110.0,C3,0,1,7
green_wave,450,2110.0,C3_E,-1,0,8
green_wave,450,2115.0,C1,0,3,6
green_wave,450,2115.0,C2,0,6,9
green_wave,450,2115.0,C3,0,5,7
green_wave,450,2115.0,C3_E,-1,0,1
green_wave,450,2120.0,C1,1,0,3
green_wave,450,2120.0,C2,1,2,5
green_wave,450,2120.0,C3,0,7,7
green_wave,450,2120.0,C3_E,-1,0,0
green_wave,450,2125.0,C1,1,0,2
green_wave,450,2125.0,C2,1,0,4
green_wave,450,2125.0,C3,1,2,10
green_wave,450,2125.0,C3_E,-1,0,0
green_wave,450,2130.0,C1,1,0,2
green_wave,450,2130.0,C2,1,0,6
green_wave,450,2130.0,C3,1,0,9
green_wave,450,2130.0,C3_E,-1,0,5
green_wave,450,2135.0,C1,0,0,3
green_wave,450,2135.0,C2,0,0,6
green_wave,450,2135.0,C3,1,0,9
green_wave,450,2135.0,C3_E,-1,0,7
green_wave,450,2140.0,C1,0,0,7
green_wave,450,2140.0,C2,0,0,6
green_wave,450,2140.0,C3,0,1,9
green_wave,450,2140.0,C3_E,-1,0,7
green_wave,450,2145.0,C1,0,1,10
green_wave,450,2145.0,C2,0,6,6
green_wave,450,2145.0,C3,0,6,9
green_wave,450,2145.0,C3_E,-1,0,3
green_wave,450,2150.0,C1,1,0,7
green_wave,450,2150.0,C2,1,0,2
green_wave,450,2150.0,C3,0,9,9
green_wave,450,2150.0,C3_E,-1,0,0
green_wave,450,2155.0,C1,1,0,5
green_wave,450,2155.0,C2,1,0,5
green_wave,450,2155.0,C3,1,1,11
green_wave,450,2155.0,C3_E,-1,0,0
green_wave,450,2160.0,C1,1,0,3
green_wave,450,2160.0,C2,1,0,8
green_wave,450,2160.0,C3,1,0,6
green_wave,450,2160.0,C3_E,-1,0,8
green_wave,450,2165.0,C1,0,0,5
green_wave,450,2165.0,C2,0,0,10
green_wave,450,2165.0,C3,1,0,6
green_wave,450,2165.0,C3_E,-1,0,9
green_wave,450,2170.0,C1,0,0,8
green_wave,450,2170.0,C2,0,1,10
green_wave,450,2170.0,C3,0,1,4
green_wave,450,2170.0,C3_E,-1,0,10
green_wave,450,2175.0,C1,0,2,9
green_wave,450,2175.0,C2,0,7,10
green_wave,450,2175.0,C3,0,4,4
green_wave,450,2175.0,C3_E,-1,0,4
green_wave,450,2180.0,C1,1,0,7
green_wave,450,2180.0,C2,1,2,7
green_wave,450,2180.0,C3,0,4,4
green_wave,450,2180.0,C3_E,-1,0,1
green_wave,450,2185.0,C1,1,0,5
green_wave,450,2185.0,C2,1,0,6
green_wave,450,2185.0,C3,1,0,6
green_wave,450,2185.0,C3_E,-1,0,0
green_wave,450,2190.0,C1,1,0,4
green_wave,450,2190.0,C2,1,0,7
green_wave,450,2190.0,C3,1,0,10
green_wave,450,2190.0,C3_E,-1,0,4
green_wave,450,2195.0,C1,0,0,8
green_wave,450,2195.0,C2,0,0,9
green_wave,450,2195.0,C3,1,0,10
green_wave,450,2195.0,C3_E,-1,0,4
green_wave,450,2200.0,C1,0,2,10
green_wave,450,2200.0,C2,0,2,9
green_wave,450,2200.0,C3,0,0,10
green_wave,450,2200.0,C3_E,-1,0,4
green_wave,450,2205.0,C1,0,4,12
green_wave,450,2205.0,C2,0,6,9
green_wave,450,2205.0,C3,0,6,10
green_wave,450,2205.0,C3_E,-1,0,0
green_wave,450,2210.0,C1,1,0,8
green_wave,450,2210.0,C2,1,0,4
green_wave,450,2210.0,C3,0,9,10
green_wave,450,2210.0,C3_E,-1,0,0
green_wave,450,2215.0,C1,1,0,3
green_wave,450,2215.0,C2,1,0,9
green_wave,450,2215.0,C3,1,3,15
green_wave,450,2215.0,C3_E,-1,0,0
green_wave,450,2220.0,C1,1,0,2
green_wave,450,2220.0,C2,1,0,11
green_wave,450,2220.0,C3,1,0,9
green_wave,450,2220.0,C3_E,-1,0,7
green_wave,450,2225.0,C1,0,1,3
green_wave,450,2225.0,C2,0,0,11
green_wave,450,2225.0,C3,1,0,9
green_wave,450,2225.0,C3_E,-1,0,10
green_wave,450,2230.0,C1,0,2,6
green_wave,450,2230.0,C2,0,1,11
green_wave,450,2230.0,C3,0,2,9
green_wave,450,2230.0,C3_E,-1,0,10
green_wave,450,2235.0,C1,0,2,6
green_wave,450,2235.0,C2,0,7,11
green_wave,450,2235.0,C3,0,7,9
green_wave,450,2235.0,C3_E,-1,0,4
green_wave,450,2240.0,C1,1,0,6
green_wave,450,2240.0,C2,1,3,6
green_wave,450,2240.0,C3,0,9,9
green_wave,450,2240.0,C3_E,-1,0,0
green_wave,450,2245.0,C1,1,0,5
green_wave,450,2245.0,C2,1,0,4
green_wave,450,2245.0,C3,1,1,12
green_wave,450,2245.0,C3_E,-1,0,0
green_wave,450,2250.0,C1,1,0,5
green_wave,450,2250.0,C2,1,0,6
green_wave,450,2250.0,C3,1,0,11
green_wave,450,2250.0,C3_E,-1,0,8
green_wave,450,2255.0,C1,0,2,7
green_wave,450,2255.0,C2,0,0,6
green_wave,450,2255.0,C3,1,0,11
green_wave,450,2255.0,C3_E,-1,0,9
green_wave,450,2260.0,C1,0,4,8
green_wave,450,2260.0,C2,0,1,6
green_wave,450,2260.0,C3,0,1,11
green_wave,450,2260.0,C3_E,-1,0,8
green_wave,450,2265.0,C1,0,4,8
green_wave,450,2265.0,C2,0,4,6
green_wave,450,2265.0,C3,0,8,11
green_wave,450,2265.0,C3_E,-1,0,2
green_wave,450,2270.0,C1,1,0,7
green_wave,450,2270.0,C2,1,0,3
green_wave,450,2270.0,C3,0,11,11
green_wave,450,2270.0,C3_E,-1,0,1
green_wave,450,2275.0,C1,1,0,5
green_wave,450,2275.0,C2,1,0,8
green_wave,450,2275.0,C3,1,2,12
green_wave,450,2275.0,C3_E,-1,0,0
green_wave,450,2280.0,C1,1,0,8
green_wave,450,2280.0,C2,1,0,8
green_wave,450,2280.0,C3,1,0,6
green_wave,450,2280.0,C3_E,-1,0,10
green_wave,450,2285.0,C1,0,1,10
green_wave,450,2285.0,C2,0,0,8
green_wave,450,2285.0,C3,1,0,6
green_wave,450,2285.0,C3_E,-1,0,11
green_wave,450,2290.0,C1,0,3,10
green_wave,450,2290.0,C2,0,0,8
green_wave,450,2290.0,C3,0,0,6
green_wave,450,2290.0,C3_E,-1,0,10
green_wave,450,2295.0,C1,0,4,11
green_wave,450,2295.0,C2,0,7,8
green_wave,450,2295.0,C3,0,5,6
green_wave,450,2295.0,C3_E,-1,0,4
green_wave,450,2300.0,C1,1,1,6
green_wave,450,2300.0,C2,1,0,3
green_wave,450,2300.0,C3,0,6,6
green_wave,450,2300.0,C3_E,-1,0,0
green_wave,450,2305.0,C1,1,0,3
green_wave,450,2305.0,C2,1,0,9
green_wave,450,2305.0,C3,1,0,9
green_wave,450,2305.0,C3_E,-1,0,0
green_wave,450,2310.0,C1,1,0,3
green_wave,450,2310.0,C2,1,0,10
green_wave,450,2310.0,C3,1,0,8
green_wave,450,2310.0,C3_E,-1,0,6
green_wave,450,2315.0,C1,0,0,4
green_wave,450,2315.0,C2,0,0,11
green_wave,450,2315.0,C3,1,0,8
green_wave,450,2315.0,C3_E,-1,0,6
green_wave,450,2320.0,C1,0,1,8
green_wave,450,2320.0,C2,0,2,11
green_wave,450,2320.0,C3,0,0,8
green_wave,450,2320.0,C3_E,-1,0,6
green_wave,450,2325.0,C1,0,2,9
green_wave,450,2325.0,C2,0,9,11
green_wave,450,2325.0,C3,0,7,8
green_wave,450,2325.0,C3_E,-1,0,2
green_wave,450,2330.0,C1,1,0,9
green_wave,450,2330.0,C2,1,1,6
green_wave,450,2330.0,C3,0,8,8
green_wave,450,2330.0,C3_E,-1,0,0
green_wave,450,2335.0,C1,1,0,5
green_wave,450,2335.0,C2,1,0,4
green_wave,450,2335.0,C3,1,0,13
green_wave,450,2335.0,C3_E,-1,0,0
green_wave,450,2340.0,C1,1,0,3
green_wave,450,2340.0,C2,1,0,9
green_wave,450,2340.0,C3,1,0,11
green_wave,450,2340.0,C3_E,-1,0,8
green_wave,450,2345.0,C1,0,0,6
green_wave,450,2345.0,C2,0,0,9
green_wave,450,2345.0,C3,1,0,11
green_wave,450,2345.0,C3_E,-1,0,8
green_wave,450,2350.0,C1,0,3,6
green_wave,450,2350.0,C2,0,0,9
green_wave,450,2350.0,C3,0,0,10
green_wave,450,2350.0,C3_E,-1,0,9
green_wave,450,2355.0,C1,0,3,8
green_wave,450,2355.0,C2,0,3,9
green_wave,450,2355.0,C3,0,9,10
green_wave,450,2355.0,C3_E,-1,0,1
green_wave,450,2360.0,C1,1,1,7
green_wave,450,2360.0,C2,1,3,6
green_wave,450,2360.0,C3,0,10,10
green_wave,450,2360.0,C3_E,-1,0,0
green_wave,450,2365.0,C1,1,0,5
green_wave,450,2365.0,C2,1,0,5
green_wave,450,2365.0,C3,1,1,9
green_wave,450,2365.0,C3_E,-1,0,0
green_wave,450,2370.0,C1,1,0,3
green_wave,450,2370.0,C2,1,0,8
green_wave,450,2370.0,C3,1,0,9
green_wave,450,2370.0,C3_E,-1,0,8
green_wave,450,2375.0,C1,0,0,4
green_wave,450,2375.0,C2,0,0,8
green_wave,450,2375.0,C3,1,0,9
green_wave,450,2375.0,C3_E,-1,0,10
green_wave,450,2380.0,C1,0,4,5
green_wave,450,2380.0,C2,0,0,8
green_wave,450,2380.0,C3,0,0,9
green_wave,450,2380.0,C3_E,-1,0,10
green_wave,450,2385.0,C1,0,3,6
green_wave,450,2385.0,C2,0,5,8
green_wave,450,2385.0,C3,0,5,9
green_wave,450,2385.0,C3_E,-1,0,3
green_wave,450,2390.0,C1,1,0,3
green_wave,450,2390.0,C2,1,2,4
green_wave,450,2390.0,C3,0,8,9
green_wave,450,2390.0,C3_E,-1,0,0
green_wave,450,2395.0,C1,1,0,4
green_wave,450,2395.0,C2,1,0,4
green_wave,450,2395.0,C3,1,3,13
green_wave,450,2395.0,C3_E,-1,0,0
green_wave,450,2400.0,C1,1,0,3
green_wave,450,2400.0,C2,1,0,5
green_wave,450,2400.0,C3,1,0,8
green_wave,450,2400.0,C3_E,-1,0,5
green_wave,450,2405.0,C1,0,0,7
green_wave,450,2405.0,C2,0,0,6
green_wave,450,2405.0,C3,1,0,8
green_wave,450,2405.0,C3_E,-1,0,9
green_wave,450,2410.0,C1,0,1,12
green_wave,450,2410.0,C2,0,0,6
green_wave,450,2410.0,C3,0,0,8
green_wave,450,2410.0,C3_E,-1,0,9
green_wave,450,2415.0,C1,0,2,13
green_wave,450,2415.0,C2,0,4,6
green_wave,450,2415.0,C3,0,6,8
green_wave,450,2415.0,C3_E,-1,0,4
green_wave,450,2420.0,C1,1,0,10
green_wave,450,2420.0,C2,1,1,2
green_wave,450,2420.0,C3,0,8,8
green_wave,450,2420.0,C3_E,-1,0,0
green_wave,450,2425.0,C1,1,0,3
green_wave,450,2425.0,C2,1,0,5
green_wave,450,2425.0,C3,1,2,9
green_wave,450,2425.0,C3_E,-1,0,0
green_wave,450,2430.0,C1,1,0,4
green_wave,450,2430.0,C2,1,0,13
green_wave,450,2430.0,C3,1,0,6
green_wave,450,2430.0,C3_E,-1,0,6
green_wave,450,2435.0,C1,0,0,4
green_wave,450,2435.0,C2,0,0,13
green_wave,450,2435.0,C3,1,0,6
green_wave,450,2435.0,C3_E,-1,0,8
green_wave,450,2440.0,C1,0,0,6
green_wave,450,2440.0,C2,0,0,13
green_wave,450,2440.0,C3,0,0,6
green_wave,450,2440.0,C3_E,-1,0,8
green_wave,450,2445.0,C1,0,3,7
green_wave,450,2445.0,C2,0,6,13
green_wave,450,2445.0,C3,0,6,6
green_wave,450,2445.0,C3_E,-1,0,5
green_wave,450,2450.0,C1,1,0,5
green_wave,450,2450.0,C2,1,6,9
green_wave,450,2450.0,C3,0,6,6
green_wave,450,2450.0,C3_E,-1,0,0
green_wave,450,2455.0,C1,1,0,5
green_wave,450,2455.0,C2,1,0,6
green_wave,450,2455.0,C3,1,0,9
green_wave,450,2455.0,C3_E,-1,0,0
green_wave,450,2460.0,C1,1,0,5
green_wave,450,2460.0,C2,1,0,6
green_wave,450,2460.0,C3,1,0,13
green_wave,450,2460.0,C3_E,-1,0,6
green_wave,450,2465.0,C1,0,0,5
green_wave,450,2465.0,C2,0,0,7
green_wave,450,2465.0,C3,1,0,13
green_wave,450,2465.0,C3_E,-1,0,6
green_wave,450,2470.0,C1,0,3,5
green_wave,450,2470.0,C2,0,0,7
green_wave,450,2470.0,C3,0,0,12
green_wave,450,2470.0,C3_E,-1,0,7
green_wave,450,2475.0,C1,0,4,6
green_wave,450,2475.0,C2,0,6,7
green_wave,450,2475.0,C3,0,9,12
green_wave,450,2475.0,C3_E,-1,0,2
green_wave,450,2480.0,C1,1,0,4
green_wave,450,2480.0,C2,1,0,2
green_wave,450,2480.0,C3,0,12,12
green_wave,450,2480.0,C3_E,-1,0,1
green_wave,450,2485.0,C1,1,0,5
green_wave,450,2485.0,C2,1,0,4
green_wave,450,2485.0,C3,1,6,16
green_wave,450,2485.0,C3_E,-1,0,0
green_wave,450,2490.0,C1,1,0,6
green_wave,450,2490.0,C2,1,0,5
green_wave,450,2490.0,C3,1,0,9
green_wave,450,2490.0,C3_E,-1,0,7
green_wave,450,2495.0,C1,0,0,9
green_wave,450,2495.0,C2,0,0,5
green_wave,450,2495.0,C3,1,0,7
green_wave,450,2495.0,C3_E,-1,0,12
green_wave,450,2500.0,C1,0,3,9
green_wave,450,2500.0,C2,0,1,5
green_wave,450,2500.0,C3,0,2,7
green_wave,450,2500.0,C3_E,-1,0,12
green_wave,450,2505.0,C1,0,5,10
green_wave,450,2505.0,C2,0,4,5
green_wave,450,2505.0,C3,0,7,7
green_wave,450,2505.0,C3_E,-1,0,6
green_wave,450,2510.0,C1,1,0,7
green_wave,450,2510.0,C2,1,0,1
green_wave,450,2510.0,C3,0,7,7
green_wave,450,2510.0,C3_E,-1,0,0
green_wave,450,2515.0,C1,1,0,3
green_wave,450,2515.0,C2,1,0,6
green_wave,450,2515.0,C3,1,0,7
green_wave,450,2515.0,C3_E,-1,0,0
green_wave,450,2520.0,C1,1,0,2
green_wave,450,2520.0,C2,1,0,9
green_wave,450,2520.0,C3,1,0,5
green_wave,450,2520.0,C3_E,-1,0,7
green_wave,450,2525.0,C1,0,0,5
green_wave,450,2525.0,C2,0,0,10
green_wave,450,2525.0,C3,1,0,5
green_wave,450,2525.0,C3_E,-1,0,7
green_wave,450,2530.0,C1,0,2,7
green_wave,450,2530.0,C2,0,1,10
green_wave,450,2530.0,C3,0,1,5
green_wave,450,2530.0,C3_E,-1,0,7
green_wave,450,2535.0,C1,0,2,9
green_wave,450,2535.0,C2,0,5,10
green_wave,450,2535.0,C3,0,5,5
green_wave,450,2535.0,C3_E,-1,0,1
green_wave,450,2540.0,C1,1,0,7
green_wave,450,2540.0,C2,1,4,7
green_wave,450,2540.0,C3,0,5,5
green_wave,450,2540.0,C3_E,-1,0,0
green_wave,450,2545.0,C1,1,0,7
green_wave,450,2545.0,C2,1,0,6
green_wave,450,2545.0,C3,1,0,6
green_wave,450,2545.0,C3_E,-1,0,0
green_wave,450,2550.0,C1,1,0,5
green_wave,450,2550.0,C2,1,0,7
green_wave,450,2550.0,C3,1,0,10
green_wave,450,2550.0,C3_E,-1,0,4
green_wave,450,2555.0,C1,0,0,5
green_wave,450,2555.0,C2,0,0,9
green_wave,450,2555.0,C3,1,0,10
green_wave,450,2555.0,C3_E,-1,0,5
green_wave,450,2560.0,C1,0,2,6
green_wave,450,2560.0,C2,0,2,9
green_wave,450,2560.0,C3,0,1,10
green_wave,450,2560.0,C3_E,-1,0,4
green_wave,450,2565.0,C1,0,4,7
green_wave,450,2565.0,C2,0,4,9
green_wave,450,2565.0,C3,0,4,10
green_wave,450,2565.0,C3_E,-1,0,2
green_wave,450,2570.0,C1,1,0,6
green_wave,450,2570.0,C2,1,1,4
green_wave,450,2570.0,C3,0,10,10
green_wave,450,2570.0,C3_E,-1,0,0
green_wave,450,2575.0,C1,1,0,4
green_wave,450,2575.0,C2,1,0,6
green_wave,450,2575.0,C3,1,4,14
green_wave,450,2575.0,C3_E,-1,0,0
green_wave,450,2580.0,C1,1,0,4
green_wave,450,2580.0,C2,1,0,7
green_wave,450,2580.0,C3,1,0,9
green_wave,450,2580.0,C3_E,-1,0,6
green_wave,450,2585.0,C1,0,1,5
green_wave,450,2585.0,C2,0,0,7
green_wave,450,2585.0,C3,1,0,9
green_wave,450,2585.0,C3_E,-1,0,10
green_wave,450,2590.0,C1,0,3,6
green_wave,450,2590.0,C2,0,1,7
green_wave,450,2590.0,C3,0,0,9
green_wave,450,2590.0,C3_E,-1,0,9
green_wave,450,2595.0,C1,0,3,7
green_wave,450,2595.0,C2,0,5,7
green_wave,450,2595.0,C3,0,6,9
green_wave,450,2595.0,C3_E,-1,0,4
green_wave,450,2600.0,C1,1,0,4
green_wave,450,2600.0,C2,1,0,2
green_wave,450,2600.0,C3,0,9,9
green_wave,450,2600.0,C3_E,-1,0,2
green_wave,450,2605.0,C1,1,0,3
green_wave,450,2605.0,C2,1,0,4
green_wave,450,2605.0,C3,1,2,12
green_wave,450,2605.0,C3_E,-1,0,0
green_wave,450,2610.0,C1,1,0,3
green_wave,450,2610.0,C2,1,0,7
green_wave,450,2610.0,C3,1,0,7
green_wave,450,2610.0,C3_E,-1,0,6
green_wave,450,2615.0,C1,0,0,4
green_wave,450,2615.0,C2,0,0,7
green_wave,450,2615.0,C3,1,0,7
green_wave,450,2615.0,C3_E,-1,0,9
green_wave,450,2620.0,C1,0,1,6
green_wave,450,2620.0,C2,0,0,7
green_wave,450,2620.0,C3,0,0,7
green_wave,450,2620.0,C3_E,-1,0,9
green_wave,450,2625.0,C1,0,2,7
green_wave,450,2625.0,C2,0,5,7
green_wave,450,2625.0,C3,0,7,7
green_wave,450,2625.0,C3_E,-1,0,3
green_wave,450,2630.0,C1,1,0,5
green_wave,450,2630.0,C2,1,0,3
green_wave,450,2630.0,C3,0,7,7
green_wave,450,2630.0,C3_E,-1,0,0
green_wave,450,2635.0,C1,1,0,2
green_wave,450,2635.0,C2,1,0,6
green_wave,450,2635.0,C3,1,0,9
green_wave,450,2635.0,C3_E,-1,0,0
green_wave,450,2640.0,C1,1,0,2
green_wave,450,2640.0,C2,1,0,7
green_wave,450,2640.0,C3,1,0,7
green_wave,450,2640.0,C3_E,-1,0,7
green_wave,450,2645.0,C1,0,0,2
green_wave,450,2645.0,C2,0,0,7
green_wave,450,2645.0,C3,1,0,7
green_wave,450,2645.0,C3_E,-1,0,7
green_wave,450,2650.0,C1,0,1,3
green_wave,450,2650.0,C2,0,1,7
green_wave,450,2650.0,C3,0,0,7
green_wave,450,2650.0,C3_E,-1,0,7
green_wave,450,2655.0,C1,0,1,4
green_wave,450,2655.0,C2,0,6,7
green_wave,450,2655.0,C3,0,5,7
green_wave,450,2655.0,C3_E,-1,0,1
green_wave,450,2660.0,C1,1,0,4
green_wave,450,2660.0,C2,1,0,2
green_wave,450,2660.0,C3,0,7,7
green_wave,450,2660.0,C3_E,-1,0,0
green_wave,450,2665.0,C1,1,0,5
green_wave,450,2665.0,C2,1,0,2
green_wave,450,2665.0,C3,1,0,9
green_wave,450,2665.0,C3_E,-1,0,0
green_wave,450,2670.0,C1,1,0,3
green_wave,450,2670.0,C2,1,0,4
green_wave,450,2670.0,C3,1,0,7
green_wave,450,2670.0,C3_E,-1,0,7
green_wave,450,2675.0,C1,0,1,5
green_wave,450,2675.0,C2,0,0,4
green_wave,450,2675.0,C3,1,0,7
green_wave,450,2675.0,C3_E,-1,0,7
green_wave,450,2680.0,C1,0,2,6
green_wave,450,2680.0,C2,0,0,4
green_wave,450,2680.0,C3,0,2,6
green_wave,450,2680.0,C3_E,-1,0,8
green_wave,450,2685.0,C1,0,3,8
green_wave,450,2685.0,C2,0,3,4
green_wave,450,2685.0,C3,0,6,6
green_wave,450,2685.0,C3_E,-1,0,2
green_wave,450,2690.0,C1,1,0,5
green_wave,450,2690.0,C2,1,0,0
green_wave,450,2690.0,C3,0,6,6
green_wave,450,2690.0,C3_E,-1,0,1
green_wave,450,2695.0,C1,1,0,5
green_wave,450,2695.0,C2,1,0,3
green_wave,450,2695.0,C3,1,0,6
green_wave,450,2695.0,C3_E,-1,0,0
green_wave,450,2700.0,C1,1,0,3
green_wave,450,2700.0,C2,1,0,8
green_wave,450,2700.0,C3,1,0,4
green_wave,450,2700.0,C3_E,-1,0,6
green_wave,450,2705.0,C1,0,0,4
green_wave,450,2705.0,C2,0,0,8
green_wave,450,2705.0,C3,1,0,4
green_wave,450,2705.0,C3_E,-1,0,6
green_wave,450,2710.0,C1,0,1,4
green_wave,450,2710.0,C2,0,1,8
green_wave,450,2710.0,C3,0,0,4
green_wave,450,2710.0,C3_E,-1,0,6
green_wave,450,2715.0,C1,0,3,4
green_wave,450,2715.0,C2,0,5,8
green_wave,450,2715.0,C3,0,4,4
green_wave,450,2715.0,C3_E,-1,0,0
green_wave,450,2720.0,C1,1,0,1
green_wave,450,2720.0,C2,1,3,6
green_wave,450,2720.0,C3,0,4,4
green_wave,450,2720.0,C3_E,-1,0,0
green_wave,450,2725.0,C1,1,0,4
green_wave,450,2725.0,C2,1,0,5
green_wave,450,2725.0,C3,1,0,4
green_wave,450,2725.0,C3_E,-1,0,0
green_wave,450,2730.0,C1,1,0,4
green_wave,450,2730.0,C2,1,0,4
green_wave,450,2730.0,C3,1,0,8
green_wave,450,2730.0,C3_E,-1,0,4
green_wave,450,2735.0,C1,0,0,8
green_wave,450,2735.0,C2,0,0,4
green_wave,450,2735.0,C3,1,0,8
green_wave,450,2735.0,C3_E,-1,0,4
green_wave,450,2740.0,C1,0,3,11
green_wave,450,2740.0,C2,0,2,4
green_wave,450,2740.0,C3,0,0,8
green_wave,450,2740.0,C3_E,-1,0,4
green_wave,450,2745.0,C1,0,4,13
green_wave,450,2745.0,C2,0,4,4
green_wave,450,2745.0,C3,0,4,8
green_wave,450,2745.0,C3_E,-1,0,0
green_wave,450,2750.0,C1,1,0,9
green_wave,450,2750.0,C2,1,0,0
green_wave,450,2750.0,C3,0,7,8
green_wave,450,2750.0,C3_E,-1,0,0
green_wave,450,2755.0,C1,1,0,6
green_wave,450,2755.0,C2,1,0,8
green_wave,450,2755.0,C3,1,2,9
green_wave,450,2755.0,C3_E,-1,0,0
green_wave,450,2760.0,C1,1,0,7
green_wave,450,2760.0,C2,1,0,11
green_wave,450,2760.0,C3,1,0,4
green_wave,450,2760.0,C3_E,-1,0,6
green_wave,450,2765.0,C1,0,1,8
green_wave,450,2765.0,C2,0,0,11
green_wave,450,2765.0,C3,1,0,4
green_wave,450,2765.0,C3_E,-1,0,8
green_wave,450,2770.0,C1,0,4,8
green_wave,450,2770.0,C2,0,1,11
green_wave,450,2770.0,C3,0,0,3
green_wave,450,2770.0,C3_E,-1,0,9
green_wave,450,2775.0,C1,0,6,9
green_wave,450,2775.0,C2,0,6,11
green_wave,450,2775.0,C3,0,3,3
green_wave,450,2775.0,C3_E,-1,0,4
green_wave,450,2780.0,C1,1,1,4
green_wave,450,2780.0,C2,1,3,7
green_wave,450,2780.0,C3,0,3,3
green_wave,450,2780.0,C3_E,-1,0,0
green_wave,450,2785.0,C1,1,0,4
green_wave,450,2785.0,C2,1,0,6
green_wave,450,2785.0,C3,1,0,7
green_wave,450,2785.0,C3_E,-1,0,0
green_wave,450,2790.0,C1,1,0,6
green_wave,450,2790.0,C2,1,0,8
green_wave,450,2790.0,C3,1,0,11
green_wave,450,2790.0,C3_E,-1,0,3
green_wave,450,2795.0,C1,0,1,7
green_wave,450,2795.0,C2,0,0,8
green_wave,450,2795.0,C3,1,0,11
green_wave,450,2795.0,C3_E,-1,0,3
green_wave,450,2800.0,C1,0,3,11
green_wave,450,2800.0,C2,0,0,8
green_wave,450,2800.0,C3,0,1,11
green_wave,450,2800.0,C3_E,-1,0,3
green_wave,450,2805.0,C1,0,5,12
green_wave,450,2805.0,C2,0,6,8
green_wave,450,2805.0,C3,0,8,11
green_wave,450,2805.0,C3_E,-1,0,0
green_wave,450,2810.0,C1,1,0,10
green_wave,450,2810.0,C2,1,1,3
green_wave,450,2810.0,C3,0,11,11
green_wave,450,2810.0,C3_E,-1,0,0
green_wave,450,2815.0,C1,1,0,7
green_wave,450,2815.0,C2,1,0,7
green_wave,450,2815.0,C3,1,2,13
green_wave,450,2815.0,C3_E,-1,0,0
green_wave,450,2820.0,C1,1,0,5
green_wave,450,2820.0,C2,1,0,11
green_wave,450,2820.0,C3,1,0,8
green_wave,450,2820.0,C3_E,-1,0,8
green_wave,450,2825.0,C1,0,0,5
green_wave,450,2825.0,C2,0,0,12
green_wave,450,2825.0,C3,1,0,8
green_wave,450,2825.0,C3_E,-1,0,11
green_wave,450,2830.0,C1,0,3,7
green_wave,450,2830.0,C2,0,0,12
green_wave,450,2830.0,C3,0,0,8
green_wave,450,2830.0,C3_E,-1,0,11
green_wave,450,2835.0,C1,0,5,11
green_wave,450,2835.0,C2,0,7,12
green_wave,450,2835.0,C3,0,6,8
green_wave,450,2835.0,C3_E,-1,0,3
green_wave,450,2840.0,C1,1,0,7
green_wave,450,2840.0,C2,1,4,8
green_wave,450,2840.0,C3,0,8,8
green_wave,450,2840.0,C3_E,-1,0,0
green_wave,450,2845.0,C1,1,0,6
green_wave,450,2845.0,C2,1,0,6
green_wave,450,2845.0,C3,1,0,11
green_wave,450,2845.0,C3_E,-1,0,0
green_wave,450,2850.0,C1,1,0,6
green_wave,450,2850.0,C2,1,0,10
green_wave,450,2850.0,C3,1,0,12
green_wave,450,2850.0,C3_E,-1,0,8
green_wave,450,2855.0,C1,0,1,6
green_wave,450,2855.0,C2,0,0,10
green_wave,450,2855.0,C3,1,0,12
green_wave,450,2855.0,C3_E,-1,0,8
green_wave,450,2860.0,C1,0,2,9
green_wave,450,2860.0,C2,0,4,10
green_wave,450,2860.0,C3,0,2,12
green_wave,450,2860.0,C3_E,-1,0,8
green_wave,450,2865.0,C1,0,4,11
green_wave,450,2865.0,C2,0,6,10
green_wave,450,2865.0,C3,0,8,12
green_wave,450,2865.0,C3_E,-1,0,3
green_wave,450,2870.0,C1,1,0,6
green_wave,450,2870.0,C2,1,2,5
green_wave,450,2870.0,C3,0,12,12
green_wave,450,2870.0,C3_E,-1,0,0
green_wave,450,2875.0,C1,1,0,4
green_wave,450,2875.0,C2,1,0,8
green_wave,450,2875.0,C3,1,3,16
green_wave,450,2875.0,C3_E,-1,0,0
green_wave,450,2880.0,C1,1,0,5
green_wave,450,2880.0,C2,1,0,9
green_wave,450,2880.0,C3,1,0,10
green_wave,450,2880.0,C3_E,-1,0,7
