controller,scenario,seed,min_green,delay_per_trip,trips,wall_s
green_wave,corridor_tidal,46,45,31.78756645279558,2182,24.47474404100012
green_wave,corridor_tidal,47,45,32.19660287081342,2299,25.48256120799988
green_wave,corridor_tidal,48,45,32.34494699646642,2264,25.285768166000253
green_wave,corridor_tidal,49,45,31.594502065167507,2179,24.109412207999867
green_wave,corridor_tidal,50,45,31.49848146493974,2239,24.7352352920002
green_wave,corridor_tidal,51,45,30.294962825278787,2152,23.75425374999986
max_pressure,corridor_tidal,42,45,41.19584149599288,2246,50.74244820900003
max_pressure,corridor_tidal,43,45,40.7668673110721,2276,32.23584974999994
max_pressure,corridor_tidal,44,45,42.77348660714279,2240,33.76831874999971
max_pressure,corridor_tidal,45,45,40.95987782805426,2210,28.27975304099982
max_pressure,corridor_tidal,46,45,41.202157943067,2178,32.095726125000056
max_pressure,corridor_tidal,47,45,43.137114210985274,2294,30.54078441699994
max_pressure,corridor_tidal,48,45,42.335580159433235,2258,31.758841833000133
max_pressure,corridor_tidal,49,45,39.82070377184915,2174,32.285060875
max_pressure,corridor_tidal,50,45,43.14013864042932,2236,31.00699987500002
max_pressure,corridor_tidal,51,45,41.13413407821228,2148,32.624923625000065
green_wave,corridor_tidal,42,60,34.33329327992874,2247,26.521318249999695
green_wave,corridor_tidal,43,60,33.68247151621385,2282,28.862566541999968
green_wave,corridor_tidal,44,60,34.03828941491744,2239,28.04038541700038
green_wave,corridor_tidal,45,60,33.826903254972876,2212,28.238466959000107
green_wave,corridor_tidal,46,60,32.89228440366977,2180,26.727697000000266
green_wave,corridor_tidal,47,60,35.12972101133395,2294,30.4713940419997
green_wave,corridor_tidal,48,60,33.767273530711485,2263,25.923358250000092
green_wave,corridor_tidal,49,60,32.53557037718482,2174,27.18846383300024
green_wave,corridor_tidal,50,60,33.359020134228174,2235,26.914927541999987
green_wave,corridor_tidal,51,60,32.68696461824954,2148,26.80746708300012
max_pressure,corridor_tidal,42,60,36.75033732800712,2253,32.23576166700013
max_pressure,corridor_tidal,43,60,36.24558862144418,2285,29.215296708000096
max_pressure,corridor_tidal,44,60,36.31568627450979,2244,32.18757708300018
max_pressure,corridor_tidal,45,60,36.75696339810208,2213,29.55622933399991
max_pressure,corridor_tidal,46,60,35.84401282638562,2183,31.19688329200017
max_pressure,corridor_tidal,47,60,38.1587895878525,2305,31.325557666999885
max_pressure,corridor_tidal,48,60,36.35619973486528,2263,29.090950499999963
max_pressure,corridor_tidal,49,60,35.49641708773541,2177,31.632729208
max_pressure,corridor_tidal,50,60,35.96536128456739,2242,30.360368165999716
max_pressure,corridor_tidal,51,60,35.0606604651163,2150,30.01942891700037
green_wave,corridor_tidal,42,75,39.28917771883293,2262,30.64689570900009
green_wave,corridor_tidal,43,75,39.002725293861566,2297,28.685647792000054
green_wave,corridor_tidal,44,75,39.62389875666065,2252,29.126425624999683
green_wave,corridor_tidal,45,75,39.87721473495051,2226,27.53621616700002
green_wave,corridor_tidal,46,75,38.85122106218798,2203,31.00135408299957
green_wave,corridor_tidal,47,75,39.7614433433864,2321,30.511261958999967
green_wave,corridor_tidal,48,75,39.71453234265738,2288,32.00439045799976
green_wave,corridor_tidal,49,75,39.03159579332413,2187,28.11328983299973
green_wave,corridor_tidal,50,75,39.409342806394314,2252,31.02900525000041
green_wave,corridor_tidal,51,75,39.62938794293595,2173,26.896680542000468
max_pressure,corridor_tidal,42,75,38.634043497558885,2253,28.754592624999532
max_pressure,corridor_tidal,43,75,38.8875689881735,2283,27.81408991599983
max_pressure,corridor_tidal,44,75,39.71908035714292,2240,28.511754582999856
max_pressure,corridor_tidal,45,75,39.78053345388788,2212,28.263317832999743
max_pressure,corridor_tidal,46,75,40.85511243689767,2179,28.20306883400008
max_pressure,corridor_tidal,47,75,40.55793823401479,2299,29.44869474999996
max_pressure,corridor_tidal,48,75,41.14561782877328,2266,28.722296625000126
max_pressure,corridor_tidal,49,75,39.82287356321843,2175,27.653847040999608
max_pressure,corridor_tidal,50,75,38.882430741733685,2238,27.91879274999974
max_pressure,corridor_tidal,51,75,39.34285248953,2149,27.34160716599945
green_wave,corridor_tidal,42,90,42.72696539485357,2254,27.067585290999887
green_wave,corridor_tidal,43,90,42.37838949671771,2285,27.265711374999228
green_wave,corridor_tidal,44,90,42.88826726057909,2245,27.202785708000192
green_wave,corridor_tidal,45,90,42.32261851015805,2215,27.061952749999364
green_wave,corridor_tidal,46,90,42.461421412300695,2195,26.59671199999957
green_wave,corridor_tidal,47,90,43.11291341991342,2310,27.76729029099988
green_wave,corridor_tidal,48,90,42.205333039258925,2267,27.792187916999865
green_wave,corridor_tidal,49,90,41.79186238532113,2180,26.621674499999244
green_wave,corridor_tidal,50,90,42.305343443354154,2242,26.913157208000484
green_wave,corridor_tidal,51,90,42.26848259860788,2155,25.938811832999814
max_pressure,corridor_tidal,42,90,44.72853398489568,2251,32.22730649999994
max_pressure,corridor_tidal,43,90,45.092097197898504,2284,29.935559459000615
max_pressure,corridor_tidal,44,90,45.25710596616214,2246,29.856618499999968
max_pressure,corridor_tidal,45,90,44.88364578639022,2219,29.43935504199999
max_pressure,corridor_tidal,46,90,44.68952619589977,2195,29.202486291999776
max_pressure,corridor_tidal,47,90,45.46160969277365,2311,30.804540041999644
max_pressure,corridor_tidal,48,90,45.13762135922327,2266,30.96159795899985
max_pressure,corridor_tidal,49,90,43.93452674897105,2187,28.313621082999816
max_pressure,corridor_tidal,50,90,44.55504231625832,2245,28.888081666999824
max_pressure,corridor_tidal,51,90,43.71400371574537,2153,28.94107150000036
